Store,Dept,IsHoliday,Size,Type,Date,Weekly_Sales
21,5,True,120079,B,2020-08-23,7360.709763878496
39,86,False,120377,A,2022-11-20,51180.26210848007
41,55,True,61347,A,2013-04-24,37048.08584522703
30,14,True,12918,A,2018-12-29,15329.735478256427
22,80,False,142703,A,2019-11-28,48310.86045683443
27,98,False,15441,B,2018-05-12,12798.686866982704
13,44,True,72548,A,2023-12-06,40043.715568129686
3,83,True,52853,B,2015-08-01,23025.773139321984
29,92,True,159566,C,2014-09-24,19341.516848829717
31,6,True,198942,A,2022-06-16,37483.00260587288
11,3,True,198554,A,2017-07-24,22053.296296019198
29,43,True,93187,C,2015-10-30,9750.086627943552
14,38,False,70074,B,2016-08-25,21456.519029514886
3,3,False,121935,A,2010-03-01,10454.939981294221
33,19,False,107688,B,2016-12-15,21839.19752067203
39,62,False,147712,A,2018-06-30,11982.10194502362
33,39,True,100289,C,2022-04-02,34178.75436298122
44,83,True,118848,A,2013-01-18,35148.24515478978
4,14,False,40551,B,2014-04-04,22319.607311966425
21,43,True,170797,C,2011-08-01,10968.835925017476
2,20,True,142723,C,2019-04-02,20546.26835439431
15,35,False,14761,A,2013-07-01,14575.65054324788
13,2,False,95278,B,2010-12-26,28600.748994516198
9,20,True,69834,A,2023-11-18,50701.94482418022
20,65,False,48106,B,2020-02-26,27526.81720526666
7,89,False,134569,A,2013-02-25,16771.307168657328
37,22,False,23451,B,2010-02-20,27045.648255128843
34,53,False,198420,C,2020-06-26,25786.582852949585
35,74,True,109833,A,2020-03-30,22671.9233809793
44,73,False,87953,A,2010-12-03,19014.033781580343
30,18,True,106019,C,2020-11-24,27250.14288974567
21,20,True,160894,B,2017-07-09,8838.201063271355
41,98,True,142300,B,2017-10-31,13230.120755547165
12,46,False,58207,A,2010-03-20,27023.20893796731
24,72,True,149936,C,2013-03-09,11129.248262098206
15,25,True,168462,C,2023-09-10,38535.48428646968
41,22,True,149126,C,2017-07-11,35169.539182839595
41,92,False,34977,C,2013-09-20,16875.976700213367
24,62,True,159468,C,2014-05-06,23199.03013463085
26,71,True,198425,A,2023-12-08,34307.66930986234
4,18,True,17789,A,2015-02-02,37865.35345455649
21,93,True,169013,A,2022-01-11,25202.753220489325
16,72,True,71667,A,2017-05-06,20414.848593424467
24,24,False,102271,C,2010-05-02,16478.05120696872
24,68,False,182827,A,2013-08-09,30589.382402523348
44,32,False,31169,C,2019-07-02,28310.84484215317
37,69,True,181059,B,2010-02-27,29026.937166785952
42,8,False,190432,B,2020-11-16,27350.39462811998
25,56,False,66229,A,2019-11-07,32468.538342661395
37,58,False,123388,A,2023-01-23,37058.63038518583
41,72,True,54706,B,2020-10-03,5888.83841229022
5,40,True,65514,A,2020-03-28,46895.87722349634
36,3,False,162893,C,2020-04-17,13349.255049394362
38,44,False,144235,B,2019-05-08,18138.982399895223
5,69,False,13499,A,2016-09-25,35278.08293461375
13,25,False,193888,C,2017-01-24,17147.54777611085
2,42,True,20755,B,2016-11-07,18577.38638008676
16,40,False,145613,B,2014-09-21,22614.50195661019
43,72,True,78698,B,2016-06-06,34408.953585455325
29,93,False,11116,C,2020-11-29,29895.511978634808
24,56,True,66080,A,2019-07-20,26756.221430497313
5,90,True,46934,A,2012-09-02,34224.958815490514
42,18,False,32151,A,2022-02-07,27292.249919096106
37,72,False,76741,C,2012-04-07,11935.294352377157
28,27,False,79284,C,2020-10-24,19780.51583415744
29,47,True,63900,A,2019-04-06,37693.086239875796
42,56,False,120510,C,2019-12-24,38357.698656027846
1,86,True,78002,B,2019-07-02,11721.842235090617
43,48,False,126143,B,2015-08-29,31256.335791577007
25,22,False,28343,A,2016-09-05,23879.321739992312
27,37,False,36761,B,2022-02-16,12018.19525671412
8,24,False,78765,A,2010-06-15,23592.191748514997
31,62,True,42312,A,2021-01-26,42618.65271379612
39,83,True,30357,C,2014-03-06,7899.620858986135
16,22,False,167178,A,2021-01-15,31451.231137045696
12,74,True,172428,C,2019-02-07,20495.585512160877
6,31,False,36486,A,2020-08-05,28283.19917929881
16,23,True,139578,C,2021-12-15,20995.20158658891
26,48,True,193572,B,2017-08-03,24128.08680779468
44,48,False,164150,B,2014-07-18,30252.528479593075
44,8,True,64811,A,2021-08-20,35662.45991077376
38,48,True,166607,A,2023-11-03,10607.134668869887
35,91,True,168801,C,2015-04-24,26401.194450081497
40,46,False,134204,B,2012-07-11,15237.632931314069
35,95,True,187569,B,2015-05-07,11407.01158517291
14,80,True,94885,C,2022-12-25,48470.059045722046
21,3,True,48693,A,2017-03-07,15108.621969096073
6,51,True,191739,C,2011-02-19,22845.20485317312
36,40,True,178927,B,2021-06-12,36742.442338178014
39,4,False,47383,C,2011-04-15,24408.025604241662
7,75,False,101305,C,2022-08-22,10474.695383577131
2,18,True,81859,C,2020-02-19,31096.565248958224
7,46,False,111989,A,2020-05-18,27817.465466036752
43,27,False,134731,B,2019-01-21,22279.268919125854
37,11,True,121993,C,2023-08-27,19304.337086362502
33,96,True,71312,C,2010-01-25,35278.617814335266
30,34,False,146635,C,2015-01-19,16252.730570402024
14,12,False,198562,A,2010-01-04,13734.856247035324
45,82,True,89218,C,2013-01-31,22155.38782129674
45,7,True,188426,B,2011-06-13,32446.327837574077
40,49,True,172376,A,2015-06-13,24184.293646162336
38,20,False,67925,A,2011-01-28,21344.585170394486
24,31,False,90015,C,2019-11-05,24224.203930274358
35,32,True,65587,B,2022-09-27,17054.732157548042
27,52,False,44771,C,2014-03-10,8093.900427986285
5,89,False,128802,A,2015-09-10,12221.623823038788
13,11,False,61925,C,2016-11-06,17036.855689723176
42,28,False,148548,A,2022-01-29,38227.559282873655
1,6,False,111867,B,2014-11-06,25689.712775154272
26,75,True,106747,A,2023-03-14,44702.545441345115
1,33,True,162149,B,2022-06-16,33387.979721327516
44,66,True,100346,C,2010-07-27,10706.894340276418
19,91,True,20034,A,2012-05-12,26015.17032580661
21,54,False,190263,A,2018-10-10,34489.21283464111
28,42,True,171762,A,2022-10-08,45389.802137582454
11,65,False,16422,B,2015-08-23,27139.425375563358
6,53,True,12093,B,2013-09-02,4439.969662582756
38,1,True,112658,B,2017-02-26,11810.037301772127
1,31,True,140313,C,2017-11-07,30759.405290415383
26,47,True,156877,A,2016-07-11,13092.889672953337
33,41,False,196921,C,2016-03-03,14653.50317112623
16,59,False,174225,A,2018-02-19,24505.644791187755
10,96,True,192812,A,2021-02-04,45156.81356372722
6,8,True,43437,A,2010-11-26,31487.52370059416
37,54,False,173576,B,2010-12-21,20023.594512470514
43,82,False,51435,B,2022-11-29,34573.982302390476
34,39,False,154378,B,2012-02-13,28606.40275128479
29,9,False,163957,C,2016-04-11,19308.380302815156
45,64,True,120120,A,2018-02-15,23029.874489245656
15,3,True,112612,B,2012-08-24,15266.184194977332
34,93,True,78742,B,2022-02-03,29095.84183412409
28,22,True,54018,C,2012-08-07,12533.261813727466
14,61,False,115656,B,2020-11-25,33420.75511863089
17,96,True,28383,A,2016-07-29,19780.105064677722
35,52,False,49672,A,2011-01-07,5377.367925641041
42,26,True,65181,A,2018-06-02,25639.58475660461
10,39,False,35644,C,2011-10-03,10339.576731572124
32,32,False,121206,C,2020-07-12,26020.873148325223
33,91,True,49198,A,2021-03-05,36247.942998954415
39,84,True,170117,B,2016-05-21,27118.00123761309
18,49,False,80519,C,2021-12-26,22204.312501056513
8,57,True,91884,B,2017-09-30,8332.334920363544
25,45,False,169803,B,2021-02-05,14593.968744309303
28,11,False,34872,A,2021-02-26,11557.571543078937
6,76,True,69915,C,2021-11-24,36504.57033920486
16,74,True,34618,B,2021-06-06,17092.797987799036
8,15,False,158209,A,2015-02-24,32727.10362496361
12,42,False,19642,A,2011-03-21,23263.104044299598
33,41,True,145516,A,2017-12-22,37228.646015854116
8,38,False,133229,B,2011-05-15,27489.79038146769
40,70,True,174968,B,2021-07-16,23830.90232959284
21,98,False,75288,A,2021-02-16,23129.888461499544
5,69,True,18756,A,2013-08-27,31546.650232022486
45,99,True,166235,B,2016-11-09,35153.104659768855
19,69,False,177476,A,2013-06-07,5367.44592860997
32,59,False,183058,A,2023-03-09,14653.039134174407
42,35,True,184442,B,2014-12-30,27019.239270722814
44,29,False,160636,C,2019-04-02,14542.601297529745
6,52,False,12029,C,2016-11-24,25234.95747281235
10,73,True,121125,C,2010-10-24,21221.1643100793
17,2,False,198463,B,2021-03-02,20562.878884067828
6,57,True,97434,A,2016-04-07,22604.21665019903
18,77,False,178686,B,2021-06-01,34938.83778884909
13,88,True,19444,B,2022-01-10,26711.55512032009
8,86,False,20751,B,2012-06-28,13419.603026320667
32,1,True,111803,C,2013-10-17,18706.21132914852
4,95,False,171973,A,2022-06-10,23293.38458311698
29,92,True,53938,A,2010-02-15,47722.558800382474
15,31,True,81347,B,2014-07-06,40406.06979012937
16,36,False,141370,C,2018-11-14,22126.386544708745
37,53,False,47894,B,2023-10-23,23472.803669709887
18,12,False,46670,B,2010-09-14,17336.5635593721
27,68,False,104619,C,2022-12-26,34359.358808596364
30,69,False,141565,C,2015-03-19,21030.62752418444
6,22,False,158415,B,2018-10-05,28750.132873652303
6,32,False,91855,B,2021-07-13,20630.733172157576
18,17,False,36658,C,2015-07-12,24964.587106931303
18,63,True,177900,A,2023-05-15,44991.476340348985
14,63,True,83672,B,2019-03-16,13780.619458744653
45,45,True,70831,C,2023-08-18,13122.60705064855
1,41,False,124060,C,2010-07-09,16362.85083474051
22,23,False,154094,B,2016-02-04,26571.49906724992
16,40,True,75910,B,2017-08-23,23675.552211706672
7,16,False,127207,B,2023-09-17,8610.282728113096
42,73,False,71647,C,2016-11-28,27596.910705350638
43,79,False,186540,C,2012-11-10,27957.146408522836
15,96,True,41907,C,2017-09-04,23623.02618668598
6,91,True,40199,A,2021-06-05,29184.28032666724
28,53,True,189757,B,2015-02-07,35586.78367466223
24,79,False,58143,C,2012-08-26,11410.367524723548
21,32,False,85893,B,2012-02-23,1816.7711197334775
19,33,False,181703,B,2015-06-11,22706.37729649301
42,87,True,122621,B,2016-07-04,35547.49506295722
23,19,True,31633,A,2011-03-24,29404.82394629732
24,51,False,94525,A,2010-05-01,11335.747974074064
3,84,True,31456,A,2022-11-07,43331.63942331892
16,6,True,134203,A,2018-01-09,10697.86239015498
13,56,True,55100,C,2017-05-01,19573.029577188296
26,17,True,19391,B,2016-12-10,50103.107408162534
14,45,True,21516,A,2023-03-03,35802.57050363218
35,97,False,23361,B,2022-05-08,10351.214093314542
13,18,False,52000,C,2013-03-23,26145.277404651264
23,56,True,56030,A,2014-10-23,41301.32386289386
43,9,False,194863,B,2017-03-18,36649.20508927453
31,5,True,66431,B,2020-01-25,18850.986691565995
30,18,True,68376,B,2017-02-13,29214.98089314994
19,40,True,152143,A,2021-06-03,32904.064726897064
44,71,False,188090,C,2023-06-05,17510.42402338506
45,56,True,109971,B,2020-01-28,19588.875125568356
42,84,True,53235,C,2011-09-23,10167.282316041132
39,14,False,126289,C,2010-08-01,14195.375452313157
9,40,True,81180,C,2011-10-02,24565.285333855667
16,73,True,155379,C,2012-07-08,15928.424551359878
26,77,True,74233,C,2012-12-25,28217.469247980116
22,92,True,44055,C,2023-09-11,18772.35901507269
3,21,False,157470,B,2017-10-16,20597.144141820914
4,38,True,190711,B,2015-05-03,12560.9298965928
13,38,True,153109,B,2022-11-21,45803.51796901642
26,78,True,178336,C,2022-04-18,14539.391305006004
16,67,True,88001,C,2021-03-28,17924.26444828866
44,93,True,144608,A,2021-06-06,30119.19070627365
44,83,False,163175,A,2017-12-02,42469.61874711785
38,34,True,132868,A,2011-04-03,17607.289933680222
33,60,True,155106,A,2020-08-24,25272.18448465566
5,78,True,63560,C,2014-07-02,28551.06378125181
3,98,False,141990,B,2013-02-04,19889.834489140972
41,34,True,13883,A,2010-08-26,46367.51125266549
44,90,True,87547,A,2011-10-26,15008.862290667781
13,42,False,14746,A,2019-09-20,13578.543567881296
43,50,False,60893,A,2013-12-05,30262.603597507965
18,25,True,148981,A,2020-11-24,52545.67329272062
30,40,False,68089,A,2022-08-15,35434.59818392732
34,10,True,21465,B,2012-04-22,10918.279763549697
30,37,False,40270,C,2017-06-04,9803.728322335823
7,35,True,119759,B,2022-05-03,16647.340671871712
1,74,True,176051,A,2019-09-27,11876.44231961422
42,42,False,129622,C,2020-10-31,6765.626952090503
10,35,False,15439,B,2020-10-10,31011.750714986883
26,3,True,195252,B,2010-04-27,37400.74741662954
35,89,False,157630,A,2018-12-18,34703.30221024279
7,89,False,132649,A,2022-08-04,22633.165007648797
24,95,False,84311,B,2015-12-18,14978.998782217579
30,37,True,190452,A,2013-01-18,46161.53334421605
9,49,False,59808,C,2021-02-01,20721.657067584947
32,71,True,57378,B,2015-11-06,19818.201772715274
20,50,True,53583,C,2022-05-15,24581.291233493906
8,35,True,81959,B,2010-11-14,28212.515285549696
10,87,True,15973,A,2010-08-05,4468.609422118113
37,96,False,88498,A,2018-05-07,28212.198166726983
22,12,True,52705,B,2010-04-20,32967.48869587201
14,66,False,173542,B,2020-02-17,27969.08510817872
33,4,False,187175,C,2017-05-26,33757.28990462802
20,86,True,141367,A,2017-12-12,38888.70669542126
22,24,False,132370,B,2015-05-23,22785.855052269348
21,51,False,32854,B,2011-09-21,21849.89031462013
4,72,True,179242,C,2013-12-09,34177.714350212096
13,93,False,180336,B,2020-07-10,29097.16872382015
41,23,True,37817,B,2010-01-12,31238.870475813725
16,30,False,125724,B,2020-02-21,17198.34001242268
28,46,True,97407,B,2019-10-15,26021.1356066054
33,35,False,151954,A,2015-10-15,25653.123103948466
6,31,False,184838,A,2010-10-03,35234.04860238346
22,36,False,20033,B,2012-07-04,22424.959898364537
22,70,False,174203,A,2010-12-01,39858.4927753158
27,38,False,137868,A,2017-10-04,25536.102735864057
8,65,True,131417,A,2015-09-12,26959.14141167847
24,10,False,21692,B,2014-05-22,25597.55753241568
28,7,False,195872,C,2019-06-25,27124.845945131536
39,22,False,179546,A,2013-12-13,54237.94604396894
3,66,False,100173,A,2010-07-07,28317.029403936125
8,12,False,96476,A,2022-02-27,31877.351369983095
34,32,True,18251,A,2013-07-07,31596.23094088101
37,77,True,75287,C,2022-01-31,20332.75663465248
34,13,False,196318,C,2010-06-22,25008.56559727295
33,11,False,55141,C,2019-09-18,4730.637923545717
19,98,True,66193,B,2019-08-03,28133.232156193444
16,35,False,138432,B,2010-05-05,23068.354475771877
37,86,True,37108,B,2012-11-06,20218.325103747113
1,34,True,168714,C,2013-10-16,16759.545021695576
29,20,True,38086,B,2023-03-18,12406.754525353226
4,47,False,74856,A,2021-07-03,19583.798869629336
7,87,True,119477,B,2014-06-04,34140.88282825443
13,96,True,59773,A,2011-10-15,41539.93111441694
22,24,True,64861,B,2013-12-01,45936.79778518794
44,94,False,49560,A,2015-09-01,31620.89710215764
4,99,False,97298,B,2014-09-02,18593.693313212843
9,92,False,107854,C,2016-10-07,22864.50885971686
38,56,True,62679,B,2020-12-04,16275.007044918264
42,18,False,38412,A,2018-07-29,6341.210055937665
12,39,True,28804,B,2011-12-13,29435.529160542013
4,82,True,56512,B,2018-07-14,16164.352693547657
42,53,False,25540,A,2015-01-26,10171.795078463225
12,26,True,82725,B,2016-07-14,23988.374283470068
32,47,True,11085,B,2020-07-15,37098.45156617331
4,53,False,183148,C,2019-02-12,25792.413549759174
43,9,True,197121,C,2023-02-14,23368.28655942928
22,79,False,45394,A,2012-11-05,26508.16301788949
41,32,True,44025,C,2021-11-08,34284.44627530354
45,57,False,38086,B,2013-11-05,13986.321529569666
19,24,True,69824,C,2023-02-08,19938.77000694428
40,98,True,94789,C,2019-03-08,29031.257860683225
18,14,True,49972,A,2014-07-02,44685.22808598876
39,81,False,34229,A,2016-01-30,31386.76463175874
19,87,True,198239,C,2013-12-02,29769.78291090704
44,49,False,41250,B,2019-09-30,21055.185244770408
36,55,True,58973,B,2011-08-10,13897.48597282404
39,65,True,109051,B,2010-08-21,19876.509853803647
3,58,False,14165,A,2012-10-23,26915.498615038596
10,78,False,187467,C,2010-01-23,12931.776946091963
17,59,True,184707,A,2017-11-24,14354.531730689341
41,11,False,129745,C,2016-12-08,37118.92775513983
22,84,True,24269,A,2015-12-17,57185.36680234902
44,1,True,155728,B,2011-11-23,13545.38297938545
27,60,True,61830,C,2021-02-08,11308.562690122038
35,79,False,127244,A,2020-03-15,27071.090728043993
15,1,True,68807,C,2011-08-02,19240.920031491885
18,49,False,122845,C,2021-01-09,33869.74744965832
41,34,True,197358,C,2019-09-10,22632.441180955157
43,43,True,162663,B,2020-07-24,22202.327863713166
33,27,True,120044,A,2016-09-30,23448.989289193094
17,15,True,184464,A,2020-12-06,61693.77760434484
33,92,True,163680,A,2017-03-01,31520.58309409436
42,55,False,105200,C,2020-06-04,22985.657598007754
2,60,True,33938,C,2021-08-25,19882.43967632805
31,56,False,38169,C,2017-02-14,12649.615626611001
41,25,True,14766,A,2012-03-29,35416.47111305766
3,52,True,169258,A,2018-02-03,34161.45179322061
5,48,False,51117,C,2019-11-11,12944.394949891093
37,82,False,101315,C,2011-07-15,12530.18301631864
33,82,True,193513,C,2012-08-07,14473.300460310362
29,22,False,67909,C,2017-01-29,14640.710815826422
6,20,True,185291,A,2019-08-10,41240.37246661655
15,79,False,138563,C,2013-11-26,17555.391738816394
12,86,False,65178,B,2015-07-15,26874.182794864184
26,92,False,107431,B,2011-12-23,34478.77210734007
21,56,True,28028,A,2017-02-06,34087.94202933525
3,14,False,197186,C,2021-08-09,31615.14603708797
10,81,True,157861,A,2018-09-03,25604.408781865208
20,5,True,40502,A,2018-05-29,14515.35511486414
16,67,False,162068,B,2022-09-21,11117.770890851867
39,15,False,182785,B,2023-06-15,34424.21571538779
32,65,True,13113,C,2019-10-07,6178.124762050137
22,80,False,184412,C,2010-05-21,17715.6411821603
10,93,True,68587,B,2023-10-02,21429.547457191053
13,67,True,124982,C,2015-08-24,11305.816905886553
45,65,True,62975,B,2014-09-15,25786.96906178001
4,51,True,96290,C,2015-02-21,15801.578365536574
18,18,True,182778,C,2017-12-09,43430.22270357879
33,87,False,153285,C,2011-07-12,25500.64636553313
35,61,False,62577,B,2020-11-18,20213.380898834712
2,65,True,180198,B,2018-01-23,10218.130651671792
11,73,False,34578,A,2017-05-18,28270.387286657042
34,1,True,68717,B,2018-07-10,30283.169982694475
23,23,False,103927,A,2019-03-08,32257.04262028083
8,91,True,35046,C,2017-07-17,26135.03435633695
5,31,True,170822,B,2010-05-03,13908.905654827877
39,27,True,91715,B,2022-10-29,26777.58314217346
36,82,True,174409,B,2021-09-03,14317.377590139275
3,26,True,43348,B,2022-06-07,21895.234065472345
16,99,True,74889,C,2014-05-13,30626.701524120002
15,21,True,108829,A,2018-02-10,21772.279796631006
36,48,True,122781,A,2021-04-05,15653.650797036542
9,85,True,175354,A,2022-06-10,35168.9561889427
26,86,True,20913,B,2022-01-25,28423.983676417138
1,93,False,178007,C,2010-04-01,17362.334620207148
30,63,True,154873,C,2014-07-17,22712.029780347497
42,60,False,142993,B,2013-06-09,13972.590728662683
23,22,False,125915,A,2013-06-09,17362.466547051823
23,85,True,197722,C,2018-10-29,17585.248018741666
43,74,True,128193,C,2021-09-22,8934.480718365483
25,9,True,90217,A,2021-11-27,31516.226051972324
45,2,False,162038,C,2016-12-14,23461.068034219996
39,48,True,38625,B,2023-06-11,21257.44352109531
24,44,True,23461,A,2015-04-27,13382.296346179715
10,86,False,123660,C,2023-06-10,27074.419074212194
33,16,True,158925,C,2015-07-24,26765.761311842412
17,16,False,96403,A,2013-05-06,22012.142239092205
45,26,True,140606,A,2016-04-24,37253.931691848826
26,31,True,199113,B,2018-04-25,27064.68356042772
20,43,True,116462,C,2017-08-29,20756.736989777142
21,92,False,183950,C,2016-05-25,21450.115504101617
45,90,True,156253,A,2020-08-13,41220.19619143028
42,25,True,34558,C,2010-04-03,21111.841925776036
5,81,False,75984,A,2013-06-04,29673.33574254337
26,16,True,173262,C,2022-03-22,30789.329872219874
9,66,True,81698,A,2018-01-25,12577.691884769078
40,69,True,127914,C,2015-07-31,19285.582889488458
34,39,False,184424,A,2014-10-03,12548.990146099735
12,33,True,102608,A,2022-12-09,36910.51605638503
38,82,True,85927,C,2011-03-07,21702.582722162548
29,53,True,82135,A,2023-03-22,28606.94771120352
8,91,False,40501,A,2015-03-30,17475.115421472285
3,83,True,58552,C,2020-12-27,46675.02353407335
32,8,False,129439,C,2019-12-11,22393.01202541812
8,60,False,196286,B,2022-03-24,17188.60481959932
21,40,False,105923,A,2018-11-08,24687.749812106726
17,92,True,143202,A,2012-07-10,44239.50485357688
17,49,True,22414,C,2022-11-11,33390.09024415196
16,63,False,109934,B,2011-02-16,1000.0
22,7,False,36660,B,2012-08-14,23940.5198305416
39,68,True,161488,A,2016-01-26,14224.949112824128
19,24,True,148318,A,2011-05-21,42098.114622736735
29,9,True,25511,C,2016-04-29,18331.04503582403
27,69,False,157942,B,2022-08-04,22352.562216600076
26,72,True,181014,A,2015-11-21,49344.74019376684
11,44,True,118794,B,2020-01-30,37850.21362745179
10,5,True,149888,C,2012-09-21,28250.757674852666
35,58,True,32421,A,2012-07-07,28544.981357001176
36,70,False,136599,B,2016-01-09,15014.104633964773
23,10,True,105444,A,2012-09-03,43757.27965279397
40,66,False,48726,A,2021-02-26,8929.902794810527
30,86,True,186769,C,2012-09-26,23435.918360158088
15,7,False,149233,B,2011-06-14,22722.885254016706
20,20,True,42978,A,2020-04-02,39633.49091343024
36,52,False,85215,A,2011-08-09,10924.982254379673
34,82,True,156615,A,2023-08-26,16214.04467338199
1,85,True,93173,B,2012-05-04,30785.919008281293
42,41,False,95808,A,2015-10-21,23756.789399170986
41,43,False,26615,B,2018-01-20,3476.2670361065448
38,86,True,191735,B,2015-02-25,12465.27337432792
31,41,True,130107,B,2011-01-31,11610.858094376465
20,95,True,27142,A,2010-10-31,25474.659982812478
13,85,False,104567,C,2022-07-16,16948.312449336376
10,29,False,160499,A,2018-07-31,34099.79249370395
4,4,False,48550,A,2015-09-01,24132.740500655527
33,46,False,14293,C,2019-12-14,21821.865610344263
6,71,False,177119,A,2017-08-06,34384.15786258392
4,7,True,186633,A,2022-11-05,23633.68456570448
36,81,True,103548,C,2012-03-27,11898.878702818116
24,2,False,108422,C,2020-01-07,28114.54736721868
28,15,False,100679,B,2023-06-17,33483.99612709539
3,2,False,107166,C,2011-11-13,18120.415612456607
14,18,True,104904,C,2020-04-06,25510.623010714946
10,85,True,158559,C,2020-03-02,24704.399621218694
16,44,False,88481,B,2023-01-09,6475.044670774189
13,17,True,113450,B,2023-01-18,12308.967806137673
35,67,True,15762,A,2021-02-22,12359.193475558934
14,81,True,114262,A,2014-08-23,41262.84089706952
18,68,True,121949,B,2011-12-03,10242.921911224483
25,21,True,179336,C,2023-08-18,25695.07178321909
23,92,True,145596,B,2022-05-04,24031.499126789226
26,74,True,84453,C,2010-05-22,9984.356175818026
3,83,True,69068,A,2020-05-18,36997.56500665183
28,16,False,79557,B,2016-09-02,20624.13200048273
41,54,True,148410,C,2019-09-07,29975.106436991035
35,52,False,56828,A,2019-11-08,13662.79705849542
41,71,False,14692,B,2015-10-10,25390.812771670167
19,86,True,12580,B,2016-03-04,31446.3085478712
14,47,False,101211,B,2023-09-01,35024.39817580611
18,52,False,74770,B,2010-08-25,20503.935842201896
13,19,False,139935,C,2013-01-24,24394.455226249294
18,71,True,92378,A,2019-10-15,36830.460664109516
1,18,False,34591,B,2023-01-28,12217.791995780324
17,12,False,189015,B,2020-04-27,27323.73883123154
36,65,False,160959,C,2015-08-13,13875.990242848842
14,82,False,139993,C,2017-01-29,20536.3167707113
44,83,True,127961,B,2016-03-14,15731.504012897862
5,94,False,33442,B,2014-08-25,7239.667767011255
44,7,True,12682,B,2022-09-29,26271.86182185156
30,36,False,146586,C,2010-07-06,28287.954536238976
26,96,True,31963,B,2023-06-20,15401.261042583803
24,53,True,119554,C,2016-04-18,11175.366152777795
43,63,False,96457,C,2012-11-29,23064.0890543736
9,73,True,183516,C,2021-07-28,28043.459039950834
43,96,False,123043,C,2010-01-12,23945.054930977603
6,63,True,79610,A,2017-04-21,29462.120271745407
4,76,True,108111,A,2022-04-16,19151.944205508087
37,51,False,100991,B,2020-05-08,31894.220407203265
15,84,False,84083,B,2022-05-21,23256.68650966809
43,40,False,15832,A,2020-12-30,34361.82046044207
29,78,False,39353,B,2015-05-14,17318.795794117676
10,29,False,131831,B,2010-05-26,20158.72083583151
3,12,False,186837,B,2022-11-29,21521.166326335064
39,50,False,110749,C,2015-02-04,16683.45287954108
42,81,True,180253,C,2016-02-21,26663.206361626584
14,18,False,41690,B,2016-12-28,26806.528083665944
37,42,True,119943,A,2010-03-12,15704.332502475309
2,98,False,80089,A,2011-04-17,35051.645767508926
15,27,False,70379,A,2023-11-27,43750.51398858646
7,47,True,27090,C,2022-01-17,9079.242523085952
14,32,False,24076,C,2010-10-19,7853.591805169282
24,43,False,178119,C,2017-09-06,13923.115109049664
40,43,True,23456,C,2015-08-10,32588.62656627264
39,59,True,79662,C,2020-08-08,16972.557300315646
9,23,True,157946,A,2019-01-13,28666.51429325394
4,78,False,77112,C,2023-12-06,30921.757862211634
30,94,False,195519,B,2010-05-31,11435.287174918582
39,91,True,102156,C,2012-08-03,5030.06734848567
3,45,False,41783,A,2011-12-10,36162.29418482462
17,47,False,72070,A,2012-02-23,16501.643052681167
12,95,False,117044,C,2018-04-22,22895.434209982195
45,75,True,16476,A,2018-05-02,35469.98585594461
9,42,False,108618,B,2013-07-05,20526.25420707753
28,45,True,98939,A,2015-12-28,27274.674911426835
10,99,True,68923,C,2011-04-14,12887.429961239583
23,78,True,56721,A,2015-10-14,42638.54692128741
25,39,False,92529,A,2011-07-14,41665.98606781278
43,30,False,120704,B,2014-09-01,22666.75811891777
21,68,True,198135,A,2012-05-04,27315.78524596952
33,15,True,124984,C,2012-09-28,30287.56620881744
22,76,True,20517,A,2010-05-12,25907.443296958285
26,3,True,72730,B,2021-01-21,21509.691339793666
6,72,False,79801,A,2018-04-30,12323.764977078037
41,47,True,110377,A,2023-05-10,16448.397907464874
5,16,True,23792,C,2022-03-24,30973.11777991101
41,28,True,23613,C,2017-06-20,27641.600090707507
23,49,True,89106,A,2017-01-09,45825.71112263812
31,7,False,54350,B,2021-01-14,23840.9283043478
37,6,False,168359,B,2019-07-23,17366.787462754248
43,46,False,162552,B,2013-09-07,29192.29051334985
38,94,False,15090,B,2020-08-12,27732.766352300314
23,45,True,198476,B,2014-12-21,40837.023958676975
39,57,False,176331,A,2013-05-02,12195.14206841138
41,12,True,30055,A,2015-10-01,39915.42291132042
41,99,True,60654,B,2019-05-23,37256.471950138024
12,92,True,168648,C,2017-08-15,17026.10326770208
21,29,False,121153,A,2019-09-15,31741.89323938354
25,34,False,15462,A,2015-08-07,17337.3597344819
30,77,True,193873,C,2014-12-16,20216.44345033993
33,55,True,188491,A,2020-01-01,47829.17990125438
19,48,True,116109,A,2011-10-20,42470.05980909143
17,88,False,180207,A,2015-10-30,17912.009700770803
42,65,True,103984,C,2016-03-20,33202.74025227208
33,77,False,49586,C,2013-02-03,15671.120372771413
13,58,False,88247,C,2016-04-14,26895.13379068728
31,17,True,51444,A,2014-01-07,35227.32392301165
37,24,False,27276,B,2011-07-13,1000.0
17,9,False,11547,C,2016-01-23,4566.20320299012
23,18,False,100775,B,2015-09-01,21359.58281579824
18,48,False,175511,B,2023-04-23,10129.166938567627
20,25,True,148009,B,2012-03-21,25213.160177294845
3,8,True,43854,B,2023-09-29,35047.71528519373
9,88,True,47068,C,2021-09-14,20154.861810449125
8,77,False,182123,B,2016-09-17,30691.379730685425
39,50,True,199690,B,2013-10-02,41948.4020942082
5,30,False,104670,B,2013-07-02,23516.30738997193
24,83,False,67265,A,2011-11-21,26618.43108345329
